Name,Integrality_Gap,Stop_Condition,Iterations,Time(msec),Check_Feasibility,Objvalue
BenchMark3,0.0,0.0,0.0,66.0,0.0,4258.0
BenchMark4,0.0,0.0,0.0,32.0,0.0,4174.0
Simple,0.006192856662078162,1.0,51.0,179.0,0.0,3116.429512401206
Reinforcement,0.0,0.0,26.0,97.0,0.0,8819.0
Aggressive,0.003235198295532359,1.0,11.0,96.0,0.0,4597.525298231181
Simple,0.006192856662078162,1.0,51.0,176.0,0.0,3116.429512401206
Reinforcement,0.0,0.0,22.0,111.0,0.0,8693.0
Aggressive,0.003235198295532359,1.0,11.0,74.0,0.0,4597.525298231181
Simple,0.006192856662078162,1.0,51.0,192.0,0.0,3116.429512401206
Reinforcement,0.0,0.0,24.0,115.0,0.0,8819.0
Aggressive,0.003235198295532359,1.0,11.0,114.0,0.0,4597.525298231181
CDFP,0.0,0.0,87.0,709.0,0.0,7165.0
BenchMark2,0.0,0.0,0.0,22.0,0.0,4333.0
BenchMark3,0.0,0.0,0.0,41.0,0.0,4258.0
BenchMark4,0.0,0.0,0.0,49.0,0.0,4174.0
Simple,0.006192856662078162,1.0,51.0,168.0,0.0,3116.429512401206
Reinforcement,0.0,0.0,23.0,91.0,0.0,8624.0
Aggressive,0.003235198295532359,1.0,11.0,90.0,0.0,4597.525298231181
Simple,0.006192856662078162,1.0,51.0,178.0,0.0,3116.429512401206
Reinforcement,0.0,0.0,25.0,122.0,0.0,9322.0
Aggressive,0.003235198295532359,1.0,11.0,91.0,0.0,4597.525298231181
Simple,0.006192856662078162,1.0,51.0,174.0,0.0,3116.429512401206
Reinforcement,0.0,0.0,25.0,115.0,0.0,9253.0
Aggressive,0.003235198295532359,1.0,11.0,108.0,0.0,4597.525298231181
CDFP,0.0,0.0,87.0,745.0,0.0,7165.0
BenchMark2,0.0,0.0,0.0,25.0,0.0,4333.0
BenchMark3,0.0,0.0,0.0,100.0,0.0,4258.0
BenchMark4,0.0,0.0,0.0,44.0,0.0,4174.0
Simple,0.006192856662078162,1.0,51.0,197.0,0.0,3116.429512401206
Reinforcement,0.0,0.0,25.0,111.0,0.0,9253.0
Aggressive,0.003235198295532359,1.0,11.0,99.0,0.0,4597.525298231181
CDFP,0.0,0.0,87.0,673.0,0.0,7165.0
BenchMark2,0.0,0.0,0.0,42.0,0.0,4333.0
BenchMark3,0.0,0.0,0.0,41.0,0.0,4258.0
BenchMark4,0.0,0.0,0.0,64.0,0.0,4174.0
Simple,0.006192856662078162,1.0,51.0,179.0,0.0,3116.429512401206
Reinforcement,0.0,0.0,25.0,92.0,0.0,9322.0
Aggressive,0.003235198295532359,1.0,11.0,100.0,0.0,4597.525298231181
CDFP,0.0,0.0,87.0,700.0,0.0,7165.0
BenchMark2,0.0,0.0,0.0,38.0,0.0,4333.0
BenchMark3,0.0,0.0,0.0,97.0,0.0,4258.0
BenchMark4,0.0,0.0,0.0,82.0,0.0,4174.0
Simple,0.006192856662078162,1.0,51.0,179.0,0.0,3116.429512401206
Reinforcement,0.0,0.0,25.0,104.0,0.0,9322.0
Aggressive,0.003235198295532359,1.0,11.0,92.0,0.0,4597.525298231181
CDFP,0.0,0.0,136.0,1004.0,0.0,8598.0
BenchMark2,0.0,0.0,0.0,31.0,0.0,4333.0
BenchMark3,0.0,0.0,0.0,84.0,0.0,4258.0
BenchMark4,0.0,0.0,0.0,135.0,0.0,4174.0
Simple,0.006192856662078162,1.0,51.0,182.0,0.0,3116.429512401206
Reinforcement,0.0,0.0,25.0,126.0,0.0,9322.0
Aggressive,0.003235198295532359,1.0,11.0,105.0,0.0,4597.525298231181
CDFP,0.0,0.0,157.0,1290.0,0.0,8164.0
BenchMark2,0.0,0.0,0.0,33.0,0.0,4333.0
BenchMark3,0.0,0.0,0.0,43.0,0.0,4258.0
BenchMark4,0.0,0.0,0.0,75.0,0.0,4174.0
Simple,0.006192856662078162,1.0,51.0,165.0,0.0,3116.429512401206
Reinforcement,0.0,0.0,22.0,100.0,0.0,8693.0
Aggressive,0.003235198295532359,1.0,11.0,94.0,0.0,4597.525298231181
CDFP,0.0,0.0,85.0,585.0,0.0,8953.0
BenchMark2,0.0,0.0,0.0,21.0,0.0,4333.0
BenchMark3,0.0,0.0,0.0,55.0,0.0,4258.0
BenchMark4,0.0,0.0,0.0,41.0,0.0,4174.0
Simple,0.00732930598857591,1.0,51.0,4488.0,0.0,26.497216877543114
Reinforcement,0.0,0.0,57.0,2160.0,0.0,72.0
Aggressive,0.0061889230855959616,1.0,11.0,7382.0,0.0,36.0
CDFP,0.0,0.0,38.0,8296.0,0.0,39.0
BenchMark2,0.0,0.0,0.0,66.0,0.0,68.0
BenchMark3,0.0,0.0,0.0,70.0,0.0,42.0
BenchMark4,0.0,0.0,0.0,231.0,0.0,40.0
Simple,0.00732930598857591,1.0,51.0,4517.0,0.0,26.497216877543114
Reinforcement,0.0,0.0,57.0,2137.0,0.0,71.0
Aggressive,0.0061889230855959616,1.0,11.0,7518.0,0.0,36.0
CDFP,0.0,0.0,40.0,16895.0,0.0,38.0
BenchMark2,0.0,0.0,0.0,55.0,0.0,68.0
BenchMark3,0.0,0.0,0.0,82.0,0.0,42.0
BenchMark4,0.0,0.0,0.0,244.0,0.0,40.0
Simple,0.00732930598857591,1.0,51.0,4373.0,0.0,26.497216877543114
Reinforcement,0.0,0.0,57.0,1999.0,0.0,72.0
Aggressive,0.0061889230855959616,1.0,11.0,7724.0,0.0,36.0
CDFP,0.0,0.0,40.0,15401.0,0.0,38.0
BenchMark2,0.0,0.0,0.0,47.0,0.0,68.0
BenchMark3,0.0,0.0,0.0,66.0,0.0,42.0
BenchMark4,0.0,0.0,0.0,3424.0,0.0,37.0
Simple,0.00732930598857591,1.0,51.0,4595.0,0.0,26.497216877543114
Reinforcement,0.0,0.0,60.0,2030.0,0.0,72.0
Aggressive,0.0061889230855959616,1.0,11.0,8053.0,0.0,36.0
CDFP,0.0,0.0,38.0,8879.0,0.0,39.0
BenchMark2,0.0,0.0,0.0,67.0,0.0,68.0
BenchMark3,0.0,0.0,0.0,65.0,0.0,42.0
BenchMark4,0.0,0.0,0.0,3373.0,0.0,37.0
Simple,NaN,0.0,1.0,107.0,0.0,7.0
Reinforcement,NaN,0.0,1.0,96.0,0.0,7.0
Aggressive,NaN,1.0,11.0,461.0,0.0,7.0
Simple,4.4525132933861283E-4,1.0,51.0,26382.0,0.0,55535.436388224254
Reinforcement,0.0,0.0,7.0,1902.0,0.0,59615.0
Aggressive,1.3754996309429346E-4,1.0,11.0,3067.0,0.0,58855.0
CDFP,1.246881204655387E-20,0.0,4.0,1729.0,0.0,59571.0
BenchMark2,1.9150082004074403E-18,0.0,0.0,5568.0,0.0,56136.99999999999
BenchMark3,1.9150082004074403E-18,0.0,0.0,8427.0,0.0,56136.99999999999
BenchMark4,1.9150082004074403E-18,0.0,0.0,7755.0,0.0,56136.99999999999
Simple,0.013041013273932525,1.0,51.0,1976.0,0.0,17.14285714285714
Reinforcement,0.0,0.0,17.0,136.0,0.0,23.0
Aggressive,0.011564811108145183,1.0,11.0,122.0,0.0,23.0
CDFP,0.0,0.0,15.0,119.0,0.0,24.0
BenchMark2,0.0,0.0,0.0,20.0,0.0,23.0
BenchMark3,0.0,0.0,0.0,903.0,0.0,22.0
BenchMark4,5.551115123125783E-18,0.0,0.0,1859.0,0.0,20.0
Simple,0.0018545202092198393,1.0,51.0,2134.0,0.0,0.0
Reinforcement,0.001094216048978442,1.0,101.0,1730.0,0.0,0.0
Aggressive,0.0010411677221565426,1.0,11.0,523.0,0.0,0.0
Simple,0.023072627398074662,1.0,51.0,820.0,0.0,62.63728041845076
Reinforcement,3.0470819826887766E-4,1.0,101.0,2172.0,0.0,84.54684491237792
Aggressive,0.012901695714758544,1.0,11.0,332.0,0.0,80.00000000000001
BenchMark2,0.0,0.0,0.0,1038.0,0.0,66.49999999999999
BenchMark3,0.0,0.0,0.0,49114.0,0.0,66.27272727272728
Simple,0.023072627398074662,1.0,51.0,831.0,0.0,62.63728041845076
Reinforcement,3.0470819826887766E-4,1.0,101.0,2204.0,0.0,84.54684491237792
Aggressive,0.012901695714758544,1.0,11.0,332.0,0.0,80.00000000000001
BenchMark2,0.0,0.0,0.0,1032.0,0.0,66.49999999999999
Simple,0.023072627398074662,1.0,51.0,855.0,0.0,62.63728041845076
Reinforcement,3.0470819826887766E-4,1.0,101.0,2197.0,0.0,84.54684491237792
Aggressive,0.012901695714758544,1.0,11.0,436.0,0.0,80.00000000000001
BenchMark2,0.0,0.0,0.0,1012.0,0.0,66.49999999999999
BenchMark3,0.0,0.0,0.0,49734.0,0.0,66.27272727272728
Simple,0.023072627398074662,1.0,51.0,886.0,0.0,62.63728041845076
Reinforcement,3.0470819826887766E-4,1.0,101.0,2202.0,0.0,84.54684491237792
Aggressive,0.012901695714758544,1.0,11.0,335.0,0.0,80.00000000000001
CDFP,0.0,0.0,25.0,1174.0,0.0,85.0
BenchMark2,0.0,0.0,0.0,1051.0,0.0,66.49999999999999
Simple,0.0,0.0,0.0,67.0,0.0,332.42272727272723
Reinforcement,0.0,0.0,0.0,55.0,0.0,332.42272727272723
Aggressive,0.0,0.0,0.0,58.0,0.0,332.42272727272723
CDFP,0.0,0.0,0.0,38.0,0.0,332.42272727272723
BenchMark2,0.0,0.0,0.0,74.0,0.0,332.42272727272734
BenchMark3,0.0,0.0,0.0,71.0,0.0,332.42272727272734
BenchMark4,0.0,0.0,0.0,72.0,0.0,332.42272727272734
Simple,9.443640600560745E-4,1.0,51.0,214.0,0.0,8.000024E8
Reinforcement,3.301859285930614E-4,1.0,101.0,451.0,0.0,8.60005948974359E9
Aggressive,5.61530228489645E-4,1.0,11.0,77.0,0.0,9.000088571427801E8
CDFP,0.0,0.0,15.0,52.0,1.0,3.6000256E9
BenchMark2,0.0,0.0,0.0,67.0,0.0,3.2000287500000005E9
BenchMark3,0.0,0.0,0.0,75.0,0.0,3.0000280999999857E9
BenchMark4,0.0,0.0,0.0,119.0,0.0,2.766695233333334E9
Simple,7.174833911109815E-4,1.0,51.0,532.0,0.0,-2406943.5563428816
Reinforcement,5.775624929238736E-4,1.0,101.0,845.0,0.0,-1984249.1184564212
Aggressive,5.05758150774068E-4,1.0,11.0,113.0,0.0,-2178324.861174945
CDFP,0.0,0.0,13.0,131.0,0.0,-1952576.2625999996
BenchMark2,0.0,0.0,0.0,178.0,0.0,-2331614.9828999992
BenchMark3,0.0,0.0,0.0,180.0,0.0,-2396983.0234999997
BenchMark4,0.0,0.0,0.0,177.0,0.0,-2401035.530699999
Simple,0.01666666666666667,1.0,51.0,3535.0,0.0,16.666666666666675
Reinforcement,0.0,0.0,46.0,921.0,0.0,53.0
Aggressive,0.01632993161855452,1.0,11.0,551.0,0.0,20.000000000000014
CDFP,0.0,0.0,195.0,12575.0,0.0,57.0
BenchMark2,0.0,0.0,0.0,69.0,0.0,40.0
BenchMark3,0.0,0.0,0.0,75.0,0.0,31.0
Simple,NaN,0.0,1.0,24.0,0.0,6637.188026943754
Reinforcement,NaN,0.0,1.0,17.0,0.0,6637.188026943754
Aggressive,NaN,1.0,11.0,35.0,0.0,6637.188026943754
Simple,NaN,0.0,1.0,20.0,0.0,6637.188026943754
Reinforcement,NaN,0.0,1.0,21.0,0.0,6637.188026943754
Aggressive,NaN,1.0,11.0,32.0,0.0,6637.188026943754
Simple,NaN,0.0,1.0,35.0,0.0,6637.188026943754
Reinforcement,NaN,0.0,1.0,29.0,0.0,6637.188026943754
Aggressive,NaN,1.0,11.0,43.0,0.0,6637.188026943754
CDFP,NaN,1.0,1.0,14.0,0.0,6637.188026943754
BenchMark2,NaN,0.0,0.0,16.0,0.0,6637.188026943754
BenchMark3,NaN,0.0,0.0,11.0,0.0,6637.188026943754
BenchMark4,NaN,0.0,0.0,14.0,0.0,6637.188026943754
Simple,6.439560658531124E-4,1.0,51.0,7967.0,0.0,1075.2476907784417
Reinforcement,4.4821590117555553E-4,1.0,101.0,411.0,0.0,1181.1588856684496
Aggressive,5.530352314397234E-4,1.0,11.0,118.0,0.0,1272.2804742419012
CDFP,0.0,0.0,31.0,1105.0,0.0,1534.766006
BenchMark2,0.0,0.0,0.0,53.0,0.0,3314.5202120000013
BenchMark3,0.0,0.0,0.0,94.0,0.0,2302.924668
BenchMark4,0.0,0.0,0.0,271.0,0.0,1565.2975150000004
Simple,6.439560658531124E-4,1.0,51.0,7872.0,0.0,1075.2476907784417
Reinforcement,4.4821590117555553E-4,1.0,101.0,414.0,0.0,1181.1588856684496
Aggressive,5.530352314397234E-4,1.0,11.0,121.0,0.0,1272.2804742419012
CDFP,0.0,0.0,31.0,1087.0,0.0,1534.766006
BenchMark2,0.0,0.0,0.0,55.0,0.0,3314.5202120000013
BenchMark3,0.0,0.0,0.0,76.0,0.0,2302.924668
BenchMark4,0.0,0.0,0.0,251.0,0.0,1565.2975150000004
Simple,0.00911945420472764,1.0,51.0,8504.0,0.0,-8.871653185102267E8
Reinforcement,0.001103147108315887,1.0,101.0,1426.0,0.0,-1.0490626449501842E8
Aggressive,0.003531548874002637,1.0,11.0,473.0,0.0,-2.0961057626650319E8
Simple,0.005802491265019171,1.0,51.0,4130.0,0.0,-462.3057273705474
Reinforcement,0.0012788884827543846,1.0,101.0,1780.0,0.0,-420.61888276828836
Aggressive,8.816543614094741E-4,1.0,11.0,621.0,0.0,-445.6024022775292
CDFP,0.0,0.0,135.0,4711.0,0.0,-432.2690240000002
BenchMark2,0.0,0.0,0.0,123.0,0.0,-145.65124200000008
BenchMark3,0.0,0.0,0.0,105.0,0.0,-148.65626300000005
BenchMark4,0.0,0.0,0.0,1265.0,0.0,-455.62789400000037
Simple,NaN,0.0,1.0,925.0,0.0,-20.00000000000001
Reinforcement,NaN,0.0,1.0,881.0,0.0,-20.00000000000001
Aggressive,NaN,1.0,11.0,1586.0,0.0,-20.00000000000001
CDFP,NaN,1.0,1.0,1047.0,0.0,-20.00000000000001
BenchMark2,NaN,0.0,0.0,881.0,0.0,-20.00000000000001
BenchMark3,NaN,0.0,0.0,1042.0,0.0,-20.00000000000001
BenchMark4,NaN,0.0,0.0,799.0,0.0,-20.00000000000001
Simple,NaN,0.0,1.0,71.0,0.0,1.9999999999999991
Reinforcement,NaN,0.0,1.0,57.0,0.0,1.9999999999999991
Aggressive,NaN,1.0,11.0,269.0,0.0,1.9999999999999991
CDFP,NaN,1.0,1.0,68.0,0.0,1.9999999999999991
BenchMark2,NaN,0.0,0.0,45.0,0.0,1.9999999999999991
BenchMark3,NaN,0.0,0.0,43.0,0.0,1.9999999999999991
BenchMark4,NaN,0.0,0.0,38.0,0.0,1.9999999999999991
Simple,0.02063659968172862,1.0,51.0,7252.0,0.0,3875862.862589286
Reinforcement,0.0,0.0,71.0,2798.0,0.0,2.364587928E7
Aggressive,0.01310851980225191,1.0,11.0,1362.0,0.0,5698649.418571427
CDFP,0.0,0.0,213.0,10809.0,0.0,2.01225843E7
BenchMark2,0.0,0.0,0.0,126.0,0.0,2.2584468240000002E7
BenchMark3,0.0,0.0,0.0,149.0,0.0,2.227489002E7
BenchMark4,0.0,0.0,0.0,603.0,0.0,1.4727078179999998E7
Simple,0.0012903611646792998,1.0,51.0,3645.0,0.0,0.0
Reinforcement,0.0012460055286880282,1.0,101.0,3965.0,0.0,6.0
Aggressive,0.0012460055286880282,1.0,11.0,858.0,0.0,9.0
Simple,0.0012903611646792998,1.0,51.0,3513.0,0.0,0.0
Reinforcement,0.0012460055286880282,1.0,101.0,3375.0,0.0,6.0
Aggressive,0.0012460055286880282,1.0,11.0,821.0,0.0,9.0
Simple,0.0012903611646792998,1.0,51.0,3703.0,0.0,0.0
Reinforcement,0.0012460055286880282,1.0,101.0,3981.0,0.0,6.0
Aggressive,0.0012460055286880282,1.0,11.0,840.0,0.0,9.0
Simple,8.767633132219113E-4,1.0,51.0,14866.0,0.0,3060037.4307631087
Reinforcement,0.0,0.0,6.0,1441.0,0.0,3377338.3700000006
Aggressive,0.0,0.0,4.0,1158.0,0.0,3.354455575E7
CDFP,0.0,0.0,4.0,1122.0,0.0,3.354455575E7
BenchMark2,0.0,0.0,0.0,223.0,0.0,1.6512412563E8
BenchMark3,0.0,0.0,0.0,605.0,0.0,3689780.600000001
BenchMark4,0.0,0.0,0.0,5481.0,0.0,3415818.440000001
Simple,NaN,0.0,1.0,61.0,0.0,26.203595813574307
Reinforcement,NaN,0.0,1.0,57.0,0.0,26.203595813574307
Aggressive,NaN,1.0,11.0,110.0,0.0,26.203595813574307
CDFP,NaN,1.0,1.0,61.0,0.0,26.203595813574307
BenchMark2,NaN,0.0,0.0,55.0,0.0,26.203595813574307
BenchMark3,NaN,0.0,0.0,53.0,0.0,26.203595813574307
BenchMark4,NaN,0.0,0.0,51.0,0.0,26.203595813574307
Simple,0.010908004269540923,1.0,51.0,2536.0,0.0,-3.933991092303651E7
Reinforcement,0.0015384539145793332,1.0,101.0,366.0,0.0,-2.664133567183644E7
Aggressive,0.0020424941671607234,1.0,11.0,160.0,0.0,-3.0605959767589606E7
BBFP,0.0,0.0,168.0,1544.0,0.0,-2.435766226117449E7
BenchMark2,0.0,0.0,0.0,54.0,0.0,-2.3148318281252056E7
BenchMark3,0.0,0.0,0.0,62.0,0.0,-2.766084847503048E7
BenchMark4,0.0,0.0,0.0,600.0,0.0,-3.2673645033695918E7
Simple,0.010908004269540923,1.0,51.0,2518.0,0.0,-3.933991092303651E7
Reinforcement,0.0015384539145793332,1.0,101.0,340.0,0.0,-2.664133567183644E7
Aggressive,0.0020424941671607234,1.0,11.0,155.0,0.0,-3.0605959767589606E7
BBFP,0.0,0.0,168.0,1521.0,0.0,-2.435766226117449E7
BenchMark2,0.0,0.0,0.0,51.0,0.0,-2.3148318281252056E7
BenchMark3,0.0,0.0,0.0,64.0,0.0,-2.766084847503048E7
BenchMark4,0.0,0.0,0.0,662.0,0.0,-3.2673645033695918E7
Simple,0.010908004269540923,1.0,51.0,2529.0,0.0,-3.933991092303651E7
Reinforcement,0.0015384539145793332,1.0,101.0,343.0,0.0,-2.664133567183644E7
Aggressive,0.0020424941671607234,1.0,11.0,150.0,0.0,-3.0605959767589606E7
BBFP,0.0,0.0,168.0,1503.0,0.0,-2.435766226117449E7
BenchMark2,0.0,0.0,0.0,56.0,0.0,-2.3148318281252056E7
BenchMark3,0.0,0.0,0.0,61.0,0.0,-2.766084847503048E7
BenchMark4,0.0,0.0,0.0,606.0,0.0,-3.2673645033695918E7
Simple,0.010908004269540923,1.0,51.0,2549.0,0.0,-3.933991092303651E7
Reinforcement,0.0015384539145793332,1.0,101.0,353.0,0.0,-2.664133567183644E7
Aggressive,0.0020424941671607234,1.0,11.0,162.0,0.0,-3.0605959767589606E7
BBFP,0.0,0.0,168.0,1590.0,0.0,-2.435766226117449E7
BenchMark2,0.0,0.0,0.0,57.0,0.0,-2.3148318281252056E7
BenchMark3,0.0,0.0,0.0,62.0,0.0,-2.766084847503048E7
BenchMark4,0.0,0.0,0.0,654.0,0.0,-3.2673645033695918E7
Simple,0.010908004269540923,1.0,51.0,2503.0,0.0,-3.933991092303651E7
Reinforcement,0.0015384539145793332,1.0,101.0,337.0,0.0,-2.664133567183644E7
Aggressive,0.0020424941671607234,1.0,11.0,186.0,0.0,-3.0605959767589606E7
BBFP,0.0,0.0,168.0,1527.0,0.0,-2.435766226117449E7
BenchMark2,0.0,0.0,0.0,52.0,0.0,-2.3148318281252056E7
BenchMark3,0.0,0.0,0.0,64.0,0.0,-2.766084847503048E7
BenchMark4,0.0,0.0,0.0,608.0,0.0,-3.2673645033695918E7
Simple,0.010908004269540923,1.0,51.0,2544.0,0.0,-3.933991092303651E7
Reinforcement,0.0015384539145793332,1.0,101.0,382.0,0.0,-2.664133567183644E7
Aggressive,0.0020424941671607234,1.0,11.0,156.0,0.0,-3.0605959767589606E7
BBFP,0.0,0.0,168.0,1523.0,0.0,-2.435766226117449E7
BenchMark2,0.0,0.0,0.0,53.0,0.0,-2.3148318281252056E7
BenchMark3,0.0,0.0,0.0,57.0,0.0,-2.766084847503048E7
BenchMark4,0.0,0.0,0.0,623.0,0.0,-3.2673645033695918E7
Simple,0.010908004269540923,1.0,51.0,2547.0,0.0,-3.933991092303651E7
Reinforcement,0.0015384539145793332,1.0,101.0,362.0,0.0,-2.664133567183644E7
Aggressive,0.0020424941671607234,1.0,11.0,155.0,0.0,-3.0605959767589606E7
BBFP,0.0,0.0,168.0,1520.0,0.0,-2.435766226117449E7
BenchMark2,0.0,0.0,0.0,54.0,0.0,-2.3148318281252056E7
BenchMark3,0.0,0.0,0.0,66.0,0.0,-2.766084847503048E7
BenchMark4,0.0,0.0,0.0,592.0,0.0,-3.2673645033695918E7
Simple,0.0,0.0,1.0,47.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,25.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,22.0,0.0,-15.0
BBFP,0.0,0.0,1.0,20.0,0.0,-15.0
DADUSH,NaN,0.0,2.0,167.0,0.0,NaN
BenchMark2,0.0,0.0,0.0,56.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,83.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,7142.0,0.0,-24.0
Simple,0.0,0.0,1.0,45.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,22.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,37.0,0.0,-15.0
BBFP,0.0,0.0,1.0,18.0,0.0,-15.0
DADUSH,NaN,0.0,2.0,182.0,0.0,NaN
BenchMark2,0.0,0.0,0.0,18.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,67.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,7349.0,0.0,-24.0
Simple,0.0,0.0,1.0,46.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,32.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,33.0,0.0,-15.0
BBFP,0.0,0.0,1.0,25.0,0.0,-15.0
DADUSH,NaN,0.0,2.0,185.0,0.0,NaN
BenchMark2,0.0,0.0,0.0,54.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,79.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,7126.0,0.0,-24.0
Simple,0.0,0.0,1.0,44.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,35.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,26.0,0.0,-15.0
BBFP,0.0,0.0,1.0,22.0,0.0,-15.0
DADUSH,NaN,0.0,2.0,220.0,0.0,NaN
BenchMark2,0.0,0.0,0.0,30.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,97.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,8467.0,0.0,-24.0
Simple,0.0,0.0,1.0,34.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,33.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,22.0,0.0,-15.0
BBFP,0.0,0.0,1.0,25.0,0.0,-15.0
DADUSH,NaN,0.0,2.0,183.0,0.0,NaN
