Name,Integrality_Gap,Stop_Condition,Iterations,Time(msec),Check_Feasibility,Objvalue
BenchMark2,0.0,0.0,0.0,34.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,62.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,7349.0,0.0,-24.0
Simple,0.0,0.0,1.0,34.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,27.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,25.0,0.0,-15.0
BBFP,0.0,0.0,1.0,17.0,0.0,-15.0
Simple,0.0,0.0,1.0,43.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,32.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,24.0,0.0,-15.0
BBFP,0.0,0.0,1.0,18.0,0.0,-15.0
DADUSH,NaN,0.0,2.0,160.0,0.0,NaN
BenchMark2,0.0,0.0,0.0,23.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,95.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,8229.0,0.0,-24.0
Simple,0.0,0.0,1.0,45.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,34.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,29.0,0.0,-15.0
BBFP,0.0,0.0,1.0,23.0,0.0,-15.0
DADUSH,NaN,0.0,2.0,149.0,0.0,NaN
BenchMark2,0.0,0.0,0.0,29.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,90.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,7376.0,0.0,-24.0
Simple,0.0,0.0,1.0,40.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,35.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,34.0,0.0,-15.0
BBFP,0.0,0.0,1.0,25.0,0.0,-15.0
DADUSH,0.0,0.0,1.0,54.0,0.0,-2.0
BenchMark2,0.0,0.0,0.0,21.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,45.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,7329.0,0.0,-24.0
Simple,0.0,0.0,1.0,40.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,27.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,31.0,0.0,-15.0
BBFP,0.0,0.0,1.0,24.0,0.0,-15.0
DADUSH,NaN,0.0,2.0,171.0,0.0,NaN
BenchMark2,0.0,0.0,0.0,36.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,97.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,6894.0,0.0,-24.0
Simple,0.0,0.0,1.0,37.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,35.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,26.0,0.0,-15.0
BBFP,0.0,0.0,1.0,21.0,0.0,-15.0
DADUSH,0.0,0.0,7.0,538.0,0.0,-1.0
BenchMark2,0.0,0.0,0.0,40.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,61.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,6955.0,0.0,-24.0
Simple,0.0,0.0,1.0,34.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,33.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,30.0,0.0,-15.0
BBFP,0.0,0.0,1.0,24.0,0.0,-15.0
DADUSH,0.0,0.0,3.0,236.0,0.0,-1.0
BenchMark2,0.0,0.0,0.0,55.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,77.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,6966.0,0.0,-24.0
Simple,0.0,0.0,1.0,41.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,36.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,27.0,0.0,-15.0
BBFP,0.0,0.0,1.0,20.0,0.0,-15.0
DADUSH,0.0,0.0,3.0,229.0,0.0,-1.0
BenchMark2,0.0,0.0,0.0,34.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,75.0,0.0,-20.0
Simple,0.0,0.0,1.0,40.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,35.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,24.0,0.0,-15.0
BBFP,0.0,0.0,1.0,17.0,0.0,-15.0
DADUSH,0.0,0.0,4.0,334.0,0.0,-1.0
BenchMark2,0.0,0.0,0.0,81.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,121.0,0.0,-20.0
Simple,0.0,0.0,1.0,37.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,33.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,32.0,0.0,-15.0
BBFP,0.0,0.0,1.0,17.0,0.0,-15.0
DADUSH,0.0,0.0,7.0,523.0,0.0,-1.0
BenchMark2,0.0,0.0,0.0,33.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,84.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,6978.0,0.0,-24.0
Simple,0.0,0.0,1.0,47.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,28.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,25.0,0.0,-15.0
BBFP,0.0,0.0,1.0,25.0,0.0,-15.0
DADUSH,0.0,0.0,3.0,219.0,0.0,-1.0
BenchMark2,0.0,0.0,0.0,33.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,107.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,7214.0,0.0,-24.0
Simple,0.0,0.0,1.0,47.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,31.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,31.0,0.0,-15.0
BBFP,0.0,0.0,1.0,24.0,0.0,-15.0
DADUSH,0.0,0.0,1.0,76.0,0.0,-2.0
BenchMark2,0.0,0.0,0.0,26.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,60.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,7233.0,0.0,-24.0
Simple,0.0,0.0,1.0,48.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,27.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,36.0,0.0,-15.0
BBFP,0.0,0.0,1.0,26.0,0.0,-15.0
DADUSH,0.0,0.0,7.0,492.0,0.0,-1.0
BenchMark2,0.0,0.0,0.0,41.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,47.0,0.0,-20.0
Simple,0.0,0.0,1.0,54.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,50.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,33.0,0.0,-15.0
BBFP,0.0,0.0,1.0,30.0,0.0,-15.0
DADUSH,0.0,0.0,1.0,147.0,0.0,-6.0
BenchMark2,0.0,0.0,0.0,71.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,122.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,11253.0,0.0,-24.0
BenchMark4,0.0,0.0,0.0,10444.0,0.0,-24.0
Simple,0.0,0.0,1.0,33.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,48.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,27.0,0.0,-15.0
BBFP,0.0,0.0,1.0,23.0,0.0,-15.0
DADUSH,0.0,0.0,7.0,481.0,0.0,-4.0
BenchMark2,0.0,0.0,0.0,57.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,133.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,7191.0,0.0,-24.0
Simple,0.0,0.0,1.0,42.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,33.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,31.0,0.0,-15.0
BBFP,0.0,0.0,1.0,26.0,0.0,-15.0
DADUSH,0.0,0.0,7.0,469.0,0.0,-4.0
BenchMark2,0.0,0.0,0.0,57.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,122.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,7478.0,0.0,-24.0
Simple,0.0,0.0,1.0,47.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,33.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,19.0,0.0,-15.0
BBFP,0.0,0.0,1.0,29.0,0.0,-15.0
DADUSH,0.0,0.0,7.0,484.0,0.0,-4.0
BenchMark2,0.0,0.0,0.0,41.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,70.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,7599.0,0.0,-24.0
Simple,0.0,0.0,1.0,36.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,33.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,22.0,0.0,-15.0
BBFP,0.0,0.0,1.0,17.0,0.0,-15.0
DADUSH,0.0,0.0,1.0,129.0,0.0,-1.0
BenchMark2,0.0,0.0,0.0,17.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,68.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,7361.0,0.0,-24.0
Simple,0.0,0.0,1.0,38.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,30.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,20.0,0.0,-15.0
BBFP,0.0,0.0,1.0,24.0,0.0,-15.0
DADUSH,0.0,0.0,1.0,136.0,0.0,-1.0
BenchMark2,0.0,0.0,0.0,27.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,74.0,0.0,-20.0
Simple,0.0,0.0,1.0,46.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,30.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,28.0,0.0,-15.0
BBFP,0.0,0.0,1.0,25.0,0.0,-15.0
DADUSH,0.0,0.0,7.0,479.0,0.0,-4.0
BenchMark2,0.0,0.0,0.0,20.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,75.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,7528.0,0.0,-24.0
Simple,0.0,0.0,1.0,125.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,20.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,19.0,0.0,-15.0
BBFP,0.0,0.0,1.0,15.0,0.0,-15.0
DADUSH,0.0,0.0,7.0,587.0,0.0,-4.0
BenchMark2,0.0,0.0,0.0,56.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,67.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,6798.0,0.0,-24.0
Simple,0.0,0.0,1.0,35.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,36.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,26.0,0.0,-15.0
BBFP,0.0,0.0,1.0,24.0,0.0,-15.0
DADUSH,0.0,0.0,7.0,505.0,0.0,-4.0
BenchMark2,0.0,0.0,0.0,35.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,95.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,6823.0,0.0,-24.0
Simple,0.0,0.0,1.0,42.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,23.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,29.0,0.0,-15.0
BBFP,0.0,0.0,1.0,19.0,0.0,-15.0
DADUSH,0.0,0.0,7.0,459.0,0.0,-4.0
BenchMark2,0.0,0.0,0.0,37.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,52.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,6842.0,0.0,-24.0
Simple,0.0,0.0,1.0,41.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,22.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,30.0,0.0,-15.0
BBFP,0.0,0.0,1.0,32.0,0.0,-15.0
DADUSH,0.0,0.0,7.0,488.0,0.0,-4.0
BenchMark2,0.0,0.0,0.0,20.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,59.0,0.0,-20.0
Simple,0.0,0.0,1.0,34.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,25.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,20.0,0.0,-15.0
BBFP,0.0,0.0,1.0,19.0,0.0,-15.0
DADUSH,0.0,0.0,7.0,475.0,0.0,-4.0
BenchMark2,0.0,0.0,0.0,18.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,61.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,6672.0,0.0,-24.0
Simple,0.0,0.0,1.0,35.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,24.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,26.0,0.0,-15.0
BBFP,0.0,0.0,1.0,25.0,0.0,-15.0
DADUSH,0.0,0.0,7.0,436.0,0.0,-4.0
BenchMark2,0.0,0.0,0.0,42.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,50.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,6896.0,0.0,-24.0
Simple,0.0,0.0,1.0,46.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,31.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,32.0,0.0,-15.0
BBFP,0.0,0.0,1.0,20.0,0.0,-15.0
DADUSH,0.0,0.0,7.0,440.0,0.0,-4.0
BenchMark2,0.0,0.0,0.0,22.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,47.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,6749.0,0.0,-24.0
Simple,0.0,0.0,1.0,40.0,0.0,-14.0
Reinforcement,0.0,0.0,1.0,31.0,0.0,-14.0
Aggressive,0.0,0.0,1.0,21.0,0.0,-15.0
BBFP,0.0,0.0,1.0,18.0,0.0,-15.0
DADUSH,0.0,0.0,7.0,493.0,0.0,-4.0
BenchMark2,0.0,0.0,0.0,29.0,0.0,-19.0
BenchMark3,0.0,0.0,0.0,63.0,0.0,-20.0
BenchMark4,0.0,0.0,0.0,6973.0,0.0,-24.0
Simple,0.003822158484653431,1.0,51.0,3300.0,0.0,7.0
Reinforcement,0.0,0.0,3.0,293.0,0.0,22.0
Aggressive,0.0,0.0,1.0,206.0,0.0,33.0
BBFP,0.0,0.0,1.0,128.0,0.0,33.0
Simple,0.003822158484653431,1.0,51.0,3016.0,0.0,7.0
Reinforcement,0.0,0.0,7.0,376.0,0.0,32.0
Aggressive,0.0,0.0,1.0,187.0,0.0,33.0
BBFP,0.0,0.0,1.0,128.0,0.0,33.0
Simple,0.003822158484653431,1.0,51.0,2954.0,0.0,7.0
Reinforcement,0.0,0.0,11.0,586.0,0.0,28.0
Aggressive,0.0,0.0,1.0,191.0,0.0,33.0
BBFP,0.0,0.0,1.0,131.0,0.0,33.0
Simple,0.003822158484653431,1.0,51.0,2952.0,0.0,7.0
Reinforcement,0.0,0.0,4.0,305.0,0.0,25.0
Aggressive,0.0,0.0,1.0,190.0,0.0,33.0
BBFP,0.0,0.0,1.0,132.0,0.0,33.0
Simple,0.003822158484653431,1.0,51.0,2920.0,0.0,7.0
Reinforcement,0.0,0.0,7.0,401.0,0.0,23.0
Aggressive,0.0,0.0,1.0,184.0,0.0,33.0
BBFP,0.0,0.0,1.0,124.0,0.0,33.0
DADUSH,0.0018710423980590073,1.0,0.0,41.0,0.0,7.0
BenchMark2,0.0,0.0,0.0,159.0,0.0,22.0
BenchMark3,0.0,0.0,0.0,75.0,0.0,21.0
BenchMark4,0.0,0.0,0.0,557.0,0.0,17.0
Simple,0.00911945420472764,1.0,51.0,8439.0,0.0,-8.871653185102267E8
Reinforcement,0.001103147108315887,1.0,101.0,1444.0,0.0,-1.0490626449501842E8
Aggressive,0.003531548874002637,1.0,11.0,516.0,0.0,-2.0961057626650319E8
BBFP,5.188678152982227E-4,1.0,1001.0,159099.0,0.0,-1.8327083835536462E8
DADUSH,0.00911945420472764,1.0,0.0,153.0,0.0,-8.871653185102268E8
BenchMark2,0.0,0.0,0.0,100.0,0.0,-6.783780638896115E7
BenchMark3,0.0,0.0,0.0,124.0,0.0,-6.857898720464692E7
BenchMark4,0.0,0.0,0.0,768.0,0.0,-1.1245338439276645E8
Simple,NaN,0.0,1.0,51.0,0.0,6637.188026943754
Reinforcement,NaN,0.0,1.0,23.0,0.0,6637.188026943754
Aggressive,NaN,1.0,11.0,39.0,0.0,6637.188026943754
BBFP,NaN,1.0,1.0,16.0,0.0,6637.188026943754
DADUSH,NaN,1.0,0.0,41.0,0.0,6637.188026943754
BenchMark2,NaN,0.0,0.0,10.0,0.0,6637.188026943754
BenchMark3,NaN,0.0,0.0,13.0,0.0,6637.188026943754
BenchMark4,NaN,0.0,0.0,10.0,0.0,6637.188026943754
Simple,0.005760715294819264,1.0,51.0,1385.0,0.0,0.0
Reinforcement,0.005405660054367529,1.0,101.0,1800.0,0.0,41.0
Aggressive,0.005088495575221239,1.0,11.0,246.0,0.0,79.0
Simple,0.005760715294819264,1.0,51.0,1342.0,0.0,0.0
Reinforcement,0.005355627626951418,1.0,101.0,1760.0,0.0,47.0
Aggressive,0.005088495575221239,1.0,11.0,241.0,0.0,79.0
Simple,0.005760715294819264,1.0,51.0,1345.0,0.0,0.0
Reinforcement,0.00535105602763178,1.0,101.0,1686.0,0.0,50.0
Aggressive,0.005088495575221239,1.0,11.0,247.0,0.0,79.0
Simple,0.005760715294819264,1.0,51.0,1400.0,0.0,0.0
Reinforcement,0.005212043800614932,1.0,101.0,1761.0,0.0,73.0
Aggressive,0.005088495575221239,1.0,11.0,250.0,0.0,79.0
DADUSH,0.005760715294819264,1.0,0.0,49.0,0.0,0.0
BenchMark2,0.0,0.0,0.0,56.0,0.0,572.0
BenchMark3,0.0,0.0,0.0,85.0,0.0,425.0
BenchMark4,0.0,0.0,0.0,997.0,0.0,398.0
Simple,0.005760715294819264,1.0,51.0,1341.0,0.0,0.0
Reinforcement,0.00529588902813532,1.0,101.0,1801.0,0.0,61.0
Aggressive,0.005088495575221239,1.0,11.0,245.0,0.0,79.0
Simple,0.005760715294819264,1.0,51.0,1382.0,0.0,0.0
Reinforcement,0.0051268275337417995,1.0,101.0,1658.0,0.0,85.0
Aggressive,0.005088495575221239,1.0,11.0,250.0,0.0,79.0
BBFP,0.0,0.0,234.0,15681.0,0.0,857.0
DADUSH,0.005760715294819264,1.0,0.0,55.0,0.0,0.0
BenchMark2,0.0,0.0,0.0,59.0,0.0,572.0
BenchMark3,0.0,0.0,0.0,59.0,0.0,425.0
BenchMark4,0.0,0.0,0.0,991.0,0.0,398.0
Simple,0.005760715294819264,1.0,51.0,1419.0,0.0,0.0
Reinforcement,0.005360195327250318,1.0,101.0,1739.0,0.0,52.5
Aggressive,0.005088495575221239,1.0,11.0,240.0,0.0,79.0
Simple,0.005760715294819264,1.0,51.0,1349.0,0.0,0.0
Reinforcement,0.005093302846558114,1.0,101.0,1573.0,0.0,91.0
Aggressive,0.005088495575221239,1.0,11.0,253.0,0.0,79.0
BBFP,0.0,0.0,235.0,16013.0,0.0,833.0
DADUSH,0.005760715294819264,1.0,0.0,50.0,0.0,0.0
BenchMark2,0.0,0.0,0.0,59.0,0.0,572.0
BenchMark3,0.0,0.0,0.0,59.0,0.0,425.0
BenchMark4,0.0,0.0,0.0,947.0,0.0,398.0
Simple,0.005760715294819264,1.0,51.0,1366.0,0.0,0.0
Reinforcement,0.00526808889371268,1.0,101.0,1752.0,0.0,65.0
Aggressive,0.005088495575221239,1.0,11.0,243.0,0.0,79.0
BBFP,0.0,0.0,235.0,14870.0,0.0,833.0
DADUSH,0.005760715294819264,1.0,0.0,49.0,0.0,0.0
BenchMark2,0.0,0.0,0.0,53.0,0.0,572.0
BenchMark3,0.0,0.0,0.0,77.0,0.0,425.0
BenchMark4,0.0,0.0,0.0,929.0,0.0,398.0
Simple,0.0,0.0,1.0,35.0,0.0,-13363.619553682247
Reinforcement,0.0,0.0,1.0,52.0,0.0,-13363.619553682247
Aggressive,0.0092991423142682,1.0,11.0,323.0,0.0,-12251.766118351701
BBFP,0.0024931204827744295,1.0,1001.0,50389.0,0.0,-8703.488156933394
DADUSH,0.030696186898070393,1.0,0.0,24.0,0.0,-16646.5860173796
BenchMark2,0.0,0.0,0.0,34.0,0.0,-13363.619553682247
BenchMark3,0.0,0.0,0.0,94.0,0.0,-13543.83541270833
BenchMark4,0.0,0.0,0.0,466.0,0.0,-14222.272789840219
Simple,0.0,0.0,1.0,32.0,0.0,-13363.619553682247
Reinforcement,0.0,0.0,1.0,43.0,0.0,-13363.619553682247
Aggressive,0.0092991423142682,1.0,11.0,201.0,0.0,-12251.766118351701
BBFP,0.0024931204827744295,1.0,1001.0,49530.0,0.0,-8703.488156933394
DADUSH,0.030696186898070393,1.0,0.0,38.0,0.0,-16646.5860173796
BenchMark2,0.0,0.0,0.0,34.0,0.0,-13363.619553682247
BenchMark3,0.0,0.0,0.0,81.0,0.0,-13543.83541270833
BenchMark4,0.0,0.0,0.0,502.0,0.0,-14222.272789840219
Simple,0.0,0.0,1.0,50.0,0.0,-13363.619553682247
Reinforcement,0.0,0.0,1.0,65.0,0.0,-13363.619553682247
Aggressive,0.0092991423142682,1.0,11.0,288.0,0.0,-12251.766118351701
Simple,0.0,0.0,1.0,47.0,0.0,-13363.619553682247
Reinforcement,0.0,0.0,1.0,42.0,0.0,-13363.619553682247
Aggressive,0.0092991423142682,1.0,11.0,290.0,0.0,-12251.766118351701
BBFP,0.0,0.0,19.0,481.0,0.0,-12726.924714669352
DADUSH,0.030696186898070393,1.0,0.0,25.0,0.0,-16646.5860173796
BenchMark2,0.0,0.0,0.0,34.0,0.0,-13363.619553682247
BenchMark3,0.0,0.0,0.0,75.0,0.0,-13543.83541270833
BenchMark4,0.0,0.0,0.0,451.0,0.0,-14222.272789840219
Simple,NaN,0.0,1.0,12.0,0.0,40.42682926829262
Reinforcement,NaN,0.0,1.0,11.0,0.0,40.42682926829262
Aggressive,NaN,1.0,11.0,49.0,0.0,40.42682926829262
BBFP,NaN,1.0,1.0,11.0,0.0,40.42682926829262
DADUSH,NaN,1.0,0.0,13.0,0.0,40.42682926829264
BenchMark2,NaN,0.0,0.0,7.0,0.0,40.42682926829262
BenchMark3,NaN,0.0,0.0,7.0,0.0,40.42682926829262
BenchMark4,NaN,0.0,0.0,8.0,0.0,40.42682926829262
Simple,0.023072627398074662,1.0,51.0,951.0,0.0,62.63728041845076
Reinforcement,3.0470819826887766E-4,1.0,101.0,2218.0,0.0,84.54684491237792
Aggressive,0.012901695714758544,1.0,11.0,335.0,0.0,80.00000000000001
BBFP,0.0,0.0,105.0,5286.0,0.0,77.0
DADUSH,0.02307262739807453,1.0,0.0,45.0,0.0,62.63728041845081
BenchMark2,0.0,0.0,0.0,1018.0,0.0,66.49999999999999
BenchMark3,0.0,0.0,0.0,48773.0,0.0,66.27272727272728
Simple,0.0018545202092198393,1.0,51.0,2156.0,0.0,0.0
Reinforcement,8.489433390212885E-4,1.0,101.0,1707.0,0.0,0.0
Aggressive,0.0010411677221565426,1.0,11.0,490.0,0.0,0.0
Simple,0.0018545202092198393,1.0,51.0,2176.0,0.0,0.0
Reinforcement,9.899149168562794E-4,1.0,101.0,1855.0,0.0,0.1260152715431464
Aggressive,0.0010411677221565426,1.0,11.0,513.0,0.0,0.0
Simple,0.0018545202092198393,1.0,51.0,2089.0,0.0,0.0
Reinforcement,0.0010111609658258359,1.0,101.0,1748.0,0.0,0.01121880339111525
Aggressive,0.0010411677221565426,1.0,11.0,485.0,0.0,0.0
Simple,0.0018545202092198393,1.0,51.0,2172.0,0.0,0.0
Reinforcement,0.0010086900970662461,1.0,101.0,1674.0,0.0,0.0
Aggressive,0.0010411677221565426,1.0,11.0,500.0,0.0,0.0
Simple,0.0018545202092198393,1.0,51.0,2122.0,0.0,0.0
Reinforcement,0.0011153596917987136,1.0,101.0,1632.0,0.0,0.03352794006248205
Aggressive,0.0010411677221565426,1.0,11.0,476.0,0.0,0.0
Simple,0.0018545202092198393,1.0,51.0,2158.0,0.0,0.0
Reinforcement,8.965328600090711E-4,1.0,101.0,1730.0,0.0,0.0
Aggressive,0.0010411677221565426,1.0,11.0,539.0,0.0,0.0
Simple,3.954840719558242E-4,1.0,51.0,28499.0,0.0,-124657.64141322489
Reinforcement,2.207994659161342E-4,1.0,101.0,12604.0,0.0,-105093.88737062491
Aggressive,2.773753380044274E-4,1.0,11.0,2791.0,0.0,-111868.10902973766
Simple,3.954840719558242E-4,1.0,51.0,27494.0,0.0,-124657.64141322489
Reinforcement,2.470730411353455E-4,1.0,101.0,10897.0,0.0,-108457.3407568182
Aggressive,2.773753380044274E-4,1.0,11.0,2630.0,0.0,-111868.10902973766
Simple,3.954840719558242E-4,1.0,51.0,28238.0,0.0,-124657.64141322489
Reinforcement,2.372927276704813E-4,1.0,101.0,11891.0,0.0,-101075.25620106242
Aggressive,2.773753380044274E-4,1.0,11.0,2771.0,0.0,-111868.10902973766
BBFP,2.6443192902357246E-4,1.0,101.0,104574.0,0.0,-110551.11661620192
BenchMark2,0.0,0.0,0.0,19112.0,0.0,-106223.21609999995
BenchMark3,0.0,0.0,0.0,19090.0,0.0,-106229.48309999995
BenchMark4,0.0,0.0,0.0,38796.0,0.0,-106261.38609999995
BenchMark2,0.0,0.0,0.0,18933.0,0.0,-106223.21609999995
BenchMark3,0.0,0.0,0.0,19442.0,0.0,-106229.48309999995
BenchMark2,0.0,0.0,0.0,11247.0,0.0,-34140.2567
BenchMark3,0.0,0.0,0.0,10651.0,0.0,-41864.02619999999
BenchMark2,0.0,0.0,0.0,11532.0,0.0,-34140.2567
BenchMark3,0.0,0.0,0.0,11949.0,0.0,-41864.02619999999
